txHash,block,timestamp,from,to,selector,status,conditional_bucket,conditional_fields_inferred,confidence
0xbc84a1390b362eb879c8ace6c132379120f7cca18483dcfacdb948210a703a6a,433500361,1771444358,0xb4de4a4084cb1a130fcbc7d7d12dd2866928511c,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0x6bfd6286,revert,PackedUniV3Swap_WithExtraLimitParam,packed order: marketId + maxAmountIn + minAmountOut (word1 low4) + price/limit field,0.68
0xc98b580d22b7da8e83a949ffdf7ec9e5505bb9d0160b994264e50a1c59c407d2,433500361,1771444358,0x04963005688b2853a88dce1c651690b62909b970,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb42ebb63,success,PackedUniV3Swap_AlternateSideOrExactOutput,packed order variant: marketId + amount field + limit/side field + flag,0.66
0x807e13e7e6f4dec0adf2dcb30b498a0edb39f8744cbf20e36897bf72d19883d2,433500361,1771444358,0x9e6441c6d930f2e98bfb6cae6dc46729c862055f,0x96daa0b8a5499ea9323421ed0cda06b345caab73,0x000000e7,success,SinglePoolSwap_CustomExecutor,ABI-like 5-word executor: pool addr + direction + amount/limit params + token,0.55
0xcb34805e0e9b2411322ff8c6b5f158dba5a9522554f112e1eced11099d5bbdd7,433500361,1771444358,0x9e6441c6d930f2e98bfb6cae6dc46729c862055f,0x96daa0b8a5499ea9323421ed0cda06b345caab73,0x000000e7,success,SinglePoolSwap_CustomExecutor,ABI-like 5-word executor: pool addr + direction + amount/limit params + token,0.55
0xd11c1b6a19accdd5f9400bc50f32fd74198d5ac1f765eab22d33afa921887a65,433500361,1771444358,0x92992d33b1273d6772cd1191091f92ad01734c61,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb2460c48,revert,PackedUniV3Swap_ExactInput_or_MarketWithPriceLimit,packed order: marketId + amount cap + price/limit field + flag; frequent conditional reverts,0.72
0x90f9e29ac14660f10beedc1613ad405501f239b8c5d5736c0a4b3b1c331f8b73,433500361,1771444358,0x13bc345dbfa3e0d165cff8741d55f285daf81698,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb2460c48,success,PackedUniV3Swap_ExactInput_or_MarketWithPriceLimit,packed order: marketId + amount cap + price/limit field + flag; frequent conditional reverts,0.72
0x4b6b67d725e51c9602e5087c4014568dab7b5130657227fb7c7dbf322c5040ee,433500361,1771444358,0x15b102f61d7681e1f6a2a55f2437a86b10f9a729,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0x6bfd6286,success,PackedUniV3Swap_WithExtraLimitParam,packed order: marketId + maxAmountIn + minAmountOut (word1 low4) + price/limit field,0.68
0x44260aba630dc82f7ba1d521c224948d2459631e31528b60b94f8d9998ec90a7,433500361,1771444358,0x954cbe6534d6fce17c89c278d020d131a34cf475,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0x6bfd6286,success,PackedUniV3Swap_WithExtraLimitParam,packed order: marketId + maxAmountIn + minAmountOut (word1 low4) + price/limit field,0.68
0xe82b1ca9066c9c061115e1bd39f11048adc90bf238de8f8007d6e536d988d2e4,433500361,1771444358,0x9394f7ec2f704e7a0fac2e877ee5dc16e3276c30,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb42ebb63,success,PackedUniV3Swap_AlternateSideOrExactOutput,packed order variant: marketId + amount field + limit/side field + flag,0.66
0x7d8f9b5d650d29b1172d3479091226ddc1821980ccb5a96b5c1e4f3c25188077,433500361,1771444358,0xd118aa7a1545886e3e47ff57cf3694263d42e1d8,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0x6bfd6286,revert,PackedUniV3Swap_WithExtraLimitParam,packed order: marketId + maxAmountIn + minAmountOut (word1 low4) + price/limit field,0.68
0x37b77b10910f6aaf0eb1a624df665eda522c4f20068c6d0d839fab65d0b9f5f7,433500361,1771444358,0x6edd4e997132b466ebfe7ddc58373148e36f020e,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb2460c48,revert,PackedUniV3Swap_ExactInput_or_MarketWithPriceLimit,packed order: marketId + amount cap + price/limit field + flag; frequent conditional reverts,0.72
0xe23daf5fe758a2e06014a5cc9a0d920d2cfc8f25b00490b15f1d513703ea6640,433500361,1771444358,0x1cfaab4e0129dc1098aa5f5c4523fdbff57c08a0,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb2460c48,revert,PackedUniV3Swap_ExactInput_or_MarketWithPriceLimit,packed order: marketId + amount cap + price/limit field + flag; frequent conditional reverts,0.72
0x91dd61bb85927d76ea40c298abe522257dbc402ddb1b4f752b640c4f2e0e750a,433500361,1771444358,0xe71bc05b7a23b2792ad9056967e27bb389f25643,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb2460c48,success,PackedUniV3Swap_ExactInput_or_MarketWithPriceLimit,packed order: marketId + amount cap + price/limit field + flag; frequent conditional reverts,0.72
0x306888e045306b85d269fd7e7b29835ac5488b6949670c2eee9610698d631b2a,433500361,1771444358,0x26872a10e8f9a825df6e27919a7fc1cb606cf386,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb2460c48,revert,PackedUniV3Swap_ExactInput_or_MarketWithPriceLimit,packed order: marketId + amount cap + price/limit field + flag; frequent conditional reverts,0.72
0xa54ba35a9769c4a43cd7fe4c450924f16fab1ffc9b3ee0d2e68df67d8405c39f,433500361,1771444358,0xad2215c56ce6a60866269d585fd7d18ba54c6aa9,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0x6bfd6286,revert,PackedUniV3Swap_WithExtraLimitParam,packed order: marketId + maxAmountIn + minAmountOut (word1 low4) + price/limit field,0.68
0x820d263b81391f76cb3db9f6043c06c88603b7eca1160c10d179d7fe66bf406f,433500361,1771444358,0x8b5c3b47badc3133fb8c08ad4cdc3b9de3818cac,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb42ebb63,revert,PackedUniV3Swap_AlternateSideOrExactOutput,packed order variant: marketId + amount field + limit/side field + flag,0.66
0x340436c1451cbcc9e43c03b332cf6e16be692f5eab2d11a17fb4b7980d3ff6a8,433500361,1771444358,0x84e6c358cbdacbe6aa44b8d8fbd1309a50d2702a,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0x6bfd6286,revert,PackedUniV3Swap_WithExtraLimitParam,packed order: marketId + maxAmountIn + minAmountOut (word1 low4) + price/limit field,0.68
0x53433487a631a3dffde7487e25503d5b6ef843689b19af4e80b2576e37a28d12,433500361,1771444358,0xff53f806e3df1b22e0a2ced8af230e66c97df36d,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb2460c48,revert,PackedUniV3Swap_ExactInput_or_MarketWithPriceLimit,packed order: marketId + amount cap + price/limit field + flag; frequent conditional reverts,0.72
0x8a99d21b98afe80bfe76e17edcb83a0e606877e84a2a01dfbc81316017823f87,433500361,1771444358,0x0e6e8a004c836489585075f52dd952263d335dcf,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb42ebb63,revert,PackedUniV3Swap_AlternateSideOrExactOutput,packed order variant: marketId + amount field + limit/side field + flag,0.66
0x53180fdbb82f18ba268af5ca37ced11d13254b1e34a35e75635f0677da94274e,433500361,1771444358,0x7b3dd65a37d2cb6bb5e7a3ae1cd88ce5b114f166,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb2460c48,revert,PackedUniV3Swap_ExactInput_or_MarketWithPriceLimit,packed order: marketId + amount cap + price/limit field + flag; frequent conditional reverts,0.72
0xae3cf85b1629008c7dbc07564c43eae0861191d7a288a2217f959dc45603dd29,433500361,1771444358,0x7423532b501190a320addf33c14bbb1be1695e70,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb42ebb63,revert,PackedUniV3Swap_AlternateSideOrExactOutput,packed order variant: marketId + amount field + limit/side field + flag,0.66
0x4ad32189db7617e2ce3fb9eda7306babffd90091343e1e78c8d9a8139fed102b,433500361,1771444358,0x1d85eafb591c7c0438f740a66fd8868cba7fa8dc,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb2460c48,revert,PackedUniV3Swap_ExactInput_or_MarketWithPriceLimit,packed order: marketId + amount cap + price/limit field + flag; frequent conditional reverts,0.72
0xacc9d26c1ae0403733ae6f3a4ec55c30fe6998397cb65ece03d88e9b1942df89,433500361,1771444358,0x4a29e62b457e6c95de8b597c901269e3f704200d,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb2460c48,revert,PackedUniV3Swap_ExactInput_or_MarketWithPriceLimit,packed order: marketId + amount cap + price/limit field + flag; frequent conditional reverts,0.72
0x3fd9ecce64c54a102959a572a2eee8e02a98ff6372c1677220f669014fe47a80,433500361,1771444358,0x7a668338c5afff75b71388788b9bb10ea842caa2,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb2460c48,revert,PackedUniV3Swap_ExactInput_or_MarketWithPriceLimit,packed order: marketId + amount cap + price/limit field + flag; frequent conditional reverts,0.72
0x56bc20a03140dff9b8452691732916d28aac7d85dbd998f4f38b31a732341546,433500361,1771444358,0x55224f1823ee5d97d34ccec66c455981377d5842,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb2460c48,revert,PackedUniV3Swap_ExactInput_or_MarketWithPriceLimit,packed order: marketId + amount cap + price/limit field + flag; frequent conditional reverts,0.72
0x2d9492427b1bb09676c57db59bc8ad9211fedba292de8e97ac15661042ad6b76,433500361,1771444358,0xb2bef54bd73d604c6efeb9b3fcb4c4d8c47da3de,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0x6bfd6286,revert,PackedUniV3Swap_WithExtraLimitParam,packed order: marketId + maxAmountIn + minAmountOut (word1 low4) + price/limit field,0.68
0x4afd8085fbcd5229f35de51c8b011fec341e877fed9b94076d80458b28381402,433500361,1771444358,0x3bfae26d4b76980ab9c7ec711909d7a0632893e6,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0x6bfd6286,revert,PackedUniV3Swap_WithExtraLimitParam,packed order: marketId + maxAmountIn + minAmountOut (word1 low4) + price/limit field,0.68
0xb1b4b3705dce21e0a989b58c53b3e5aa736cd63eb87e97ebd6e3a281c77a8afe,433500361,1771444358,0xa02828a41f16dea8cde162228c6882ade4df5fdc,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb2460c48,revert,PackedUniV3Swap_ExactInput_or_MarketWithPriceLimit,packed order: marketId + amount cap + price/limit field + flag; frequent conditional reverts,0.72
0x8421abac343792be8c9c26a08b8a364ea16d4ccf57413854946a293e7c7302f1,433500362,1771444358,0x975227fccc2e9622c337b154fbca1f610f8b980b,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb2460c48,revert,PackedUniV3Swap_ExactInput_or_MarketWithPriceLimit,packed order: marketId + amount cap + price/limit field + flag; frequent conditional reverts,0.72
0x1ba669ff7a02d3f10ad2d8180ac0842fd02cf1d1f474acd1c40b0d37b588ded5,433500363,1771444359,0x33f714f4cb50ff8bfd42bbbca5996934c2a8e438,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb2460c48,success,PackedUniV3Swap_ExactInput_or_MarketWithPriceLimit,packed order: marketId + amount cap + price/limit field + flag; frequent conditional reverts,0.72
0xce1c343fae84310500af3d5785cabdf21e09e0913355e26c3bcfce6af5c16cf0,433500367,1771444360,0x8026d539bc684c4567258efc9381bec1c577be1e,0xed748d5d2038ce5c5a0439c450edf7ff7d756cbf,0x82af4944,success,Unknown,unknown,
0x91be7a10032d350b32c2a61e37f798c7b53ec7d1bd66b47399ed59a3581ea4f4,433500367,1771444360,0xc7d62e8dfd78d2270382414d6c7323f6c54542c6,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0x6bfd6286,success,PackedUniV3Swap_WithExtraLimitParam,packed order: marketId + maxAmountIn + minAmountOut (word1 low4) + price/limit field,0.68
0x9f7bd49b6ab02542feeaeadd5140c02ff6268727e1fff38988c804ccd700630f,433500369,1771444360,0x2515051846249d74238d2e5b2d2d33f888d0790e,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0x6bfd6286,success,PackedUniV3Swap_WithExtraLimitParam,packed order: marketId + maxAmountIn + minAmountOut (word1 low4) + price/limit field,0.68
0x1249bef08119fa73c2960792ab653513dff9ca3aa79ab4a92a5f8f883ca53ca6,433500369,1771444360,0x6c8a60974aa58dc47f37c8046d69fe97598ecea5,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb2460c48,success,PackedUniV3Swap_ExactInput_or_MarketWithPriceLimit,packed order: marketId + amount cap + price/limit field + flag; frequent conditional reverts,0.72
0xff084bcd6b5ce6e1bc166afe9c60df306f0e9bea0910ebd100ee1c7cfca9ca80,433500370,1771444360,0x000fbd1e05e3b6a2465b25e5a1e682ceeda45934,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb2460c48,success,PackedUniV3Swap_ExactInput_or_MarketWithPriceLimit,packed order: marketId + amount cap + price/limit field + flag; frequent conditional reverts,0.72
0x768ba4d8a8fcc2f3da02fef7323d1bf9284554b9383b29af7fa7a39b110d4ff2,433500370,1771444360,0x05b7a0d2d5aacfaacbc3f71fd1834d28e7d9bdb0,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb2460c48,success,PackedUniV3Swap_ExactInput_or_MarketWithPriceLimit,packed order: marketId + amount cap + price/limit field + flag; frequent conditional reverts,0.72
0xff4a42a2fbf4b868a1edcff45cb720346b48a234eed15794419be45b8f933b4e,433500370,1771444360,0x7d0afd9027355382722438e2444d5507dd147f23,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb2460c48,success,PackedUniV3Swap_ExactInput_or_MarketWithPriceLimit,packed order: marketId + amount cap + price/limit field + flag; frequent conditional reverts,0.72
0xe8c6b34c405d76e2025991e4b1fcaff2f138220b0608706822e949ed8761c65d,433500370,1771444360,0xe14793912e19c568160decc948a0de25601ba4f2,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb2460c48,success,PackedUniV3Swap_ExactInput_or_MarketWithPriceLimit,packed order: marketId + amount cap + price/limit field + flag; frequent conditional reverts,0.72
0xc4db667fd3aeee08799dac9683fc7baf9d3d1de17f2cc6c0b8bad2f3298495bf,433500371,1771444361,0x09d2571af5035154f1666e110877179ec407a17f,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb2460c48,revert,PackedUniV3Swap_ExactInput_or_MarketWithPriceLimit,packed order: marketId + amount cap + price/limit field + flag; frequent conditional reverts,0.72
0xea47516012aa2c9cacd7650ac1f27b7e2c1641fb76a297c141d5c61205cefc1d,433500371,1771444361,0x92fe7df3f12edb71a232783eef3555216e8ac515,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb2460c48,success,PackedUniV3Swap_ExactInput_or_MarketWithPriceLimit,packed order: marketId + amount cap + price/limit field + flag; frequent conditional reverts,0.72
0x9404038c658bbace60dad30c05c25ae2731e25c3fcfd2870ee8abd0ed71b34f9,433500372,1771444361,0xf421f1a345d28d2426fb63f32e9ab774e1923385,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb2460c48,revert,PackedUniV3Swap_ExactInput_or_MarketWithPriceLimit,packed order: marketId + amount cap + price/limit field + flag; frequent conditional reverts,0.72
0xcedb629070976f40a0d6d6a88849fa9d8fb8c87962ce6b1c84555376e7dec6f8,433500378,1771444362,0xc7f5b85b7f8d60011440fd9749bc8429d16b1cf2,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0x6bfd6286,success,PackedUniV3Swap_WithExtraLimitParam,packed order: marketId + maxAmountIn + minAmountOut (word1 low4) + price/limit field,0.68
0xbcf45e68d53d0073033fc79a713dc07aeb3a13c69888a31407dc788f78dccb8c,433500378,1771444362,0x934150d353f5e53cb6e9178456067b545a443a5d,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0x6bfd6286,revert,PackedUniV3Swap_WithExtraLimitParam,packed order: marketId + maxAmountIn + minAmountOut (word1 low4) + price/limit field,0.68
0x60221608db922af4ad596073fb54d84fbb661f299745f77f73b26202d7fa04dd,433500379,1771444363,0x81a043be7feba403d895a422e306df1b91028f45,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0x6bfd6286,revert,PackedUniV3Swap_WithExtraLimitParam,packed order: marketId + maxAmountIn + minAmountOut (word1 low4) + price/limit field,0.68
0x1bcd4440a278bc0044039d8bd87ca4bd8d81b5cf9a4b240608318803200a9c44,433500381,1771444363,0xfd0ccf8dd9c88787305d8048969d7b7000391304,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb2460c48,success,PackedUniV3Swap_ExactInput_or_MarketWithPriceLimit,packed order: marketId + amount cap + price/limit field + flag; frequent conditional reverts,0.72
0x79a7161f417bd5016e3d5fb248a8b987ead756376a8dc2d2cb5b5507737f41b4,433500381,1771444363,0x256831b99d2a13148f2d145a44589232a277ee4b,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb2460c48,success,PackedUniV3Swap_ExactInput_or_MarketWithPriceLimit,packed order: marketId + amount cap + price/limit field + flag; frequent conditional reverts,0.72
0xe1080e7f11e717aa5d4ab1f4997b161afb59d5c912915093a0e9ac25c421d912,433500382,1771444363,0x0583bdf7483ad0685b768de7c6a929961af61de5,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb2460c48,revert,PackedUniV3Swap_ExactInput_or_MarketWithPriceLimit,packed order: marketId + amount cap + price/limit field + flag; frequent conditional reverts,0.72
0x27e03a675280eeef2a6fc61e3c7182ef2ddad89665d1146e565ac78e23a55be9,433500382,1771444363,0x0587a02effe763c8b8e686cac7ac0dab20a36d35,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb2460c48,revert,PackedUniV3Swap_ExactInput_or_MarketWithPriceLimit,packed order: marketId + amount cap + price/limit field + flag; frequent conditional reverts,0.72
0xd6fd2ae83d438ac6c65b37110194a991553ce43b66d58fcb075b82ce451498c2,433500382,1771444363,0xcc50f79e1cb0b1c95ded9e7b71843db92cb6b0e1,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb2460c48,revert,PackedUniV3Swap_ExactInput_or_MarketWithPriceLimit,packed order: marketId + amount cap + price/limit field + flag; frequent conditional reverts,0.72
0xf4d9a9073ddd10201906488188ffc4cc75ab92929fd485c9f12593f1d16ac14b,433500382,1771444363,0x06cf280c1b4d4873c830f2ee3d7ad3c0c2c0a795,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb2460c48,revert,PackedUniV3Swap_ExactInput_or_MarketWithPriceLimit,packed order: marketId + amount cap + price/limit field + flag; frequent conditional reverts,0.72
0x781f17ac457a2959e4790a6fc0d8ef8bfdb38b2ce3d91f2506ab1e0cd2526952,433500383,1771444364,0xdbbfdb6edb64fcb406f1ba1d2e40d1d984d137a9,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb2460c48,revert,PackedUniV3Swap_ExactInput_or_MarketWithPriceLimit,packed order: marketId + amount cap + price/limit field + flag; frequent conditional reverts,0.72
0x50a6761a9b56c261abdfd45875409975050e54063c8c35c4d3036489191bf0a3,433500385,1771444364,0xaaeb8818a1bdeae9a9e3f35c0308f4e570f06a34,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb2460c48,revert,PackedUniV3Swap_ExactInput_or_MarketWithPriceLimit,packed order: marketId + amount cap + price/limit field + flag; frequent conditional reverts,0.72
0x029786f463138dba77c4a07c85f823abe1a9c605cbf414f9a4b8de024e27e8d8,433500385,1771444364,0xea767db0da257a5538d7f245524a480b410aa491,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb2460c48,revert,PackedUniV3Swap_ExactInput_or_MarketWithPriceLimit,packed order: marketId + amount cap + price/limit field + flag; frequent conditional reverts,0.72
0x48f9ccaf82cd14be432efbf96a5ef8c01ab0aa731b4216657ad0e5c5e1a087ec,433500385,1771444364,0x4656e7359e37e33333baa1f6d0c32d51f9ee22cc,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb2460c48,success,PackedUniV3Swap_ExactInput_or_MarketWithPriceLimit,packed order: marketId + amount cap + price/limit field + flag; frequent conditional reverts,0.72
0x5f6983e58e749d7b5cef98d490efb16c91da54febb804a8302e1ce64abb50106,433500385,1771444364,0x9d7ef3770bac34887adec0e96d2df331af4dd526,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb2460c48,success,PackedUniV3Swap_ExactInput_or_MarketWithPriceLimit,packed order: marketId + amount cap + price/limit field + flag; frequent conditional reverts,0.72
0x655d9ac5e324b43838089d22d4b2c9a9a83bd0ca9d57b1b79090b6aee44768f4,433500385,1771444364,0x7bb4b1804b5d9083b321c85a3dba67dbd8f37266,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb2460c48,revert,PackedUniV3Swap_ExactInput_or_MarketWithPriceLimit,packed order: marketId + amount cap + price/limit field + flag; frequent conditional reverts,0.72
0x52a2046053ac4826695ed7273a50fb6a8b82a5896ee06109457701972bb2172c,433500385,1771444364,0x4a703cdff740347489a820b31ec656a9bc5b1f99,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb2460c48,revert,PackedUniV3Swap_ExactInput_or_MarketWithPriceLimit,packed order: marketId + amount cap + price/limit field + flag; frequent conditional reverts,0.72
0xb15db3d316e4bc9801cb074b38f047bb9e38e2aa35a73e6e2b8a6f2488a70348,433500385,1771444364,0xaaefb6d064fa0ddd373955ae60f042d4eb4fed0a,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb2460c48,success,PackedUniV3Swap_ExactInput_or_MarketWithPriceLimit,packed order: marketId + amount cap + price/limit field + flag; frequent conditional reverts,0.72
0x2526c372ec0ebfe233b1d7c96bd80ee0636b85079607160001ccfeed21b594ef,433500385,1771444364,0x4302b02a4ae2f16f2e355b2bd3c55df06aca91eb,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb2460c48,success,PackedUniV3Swap_ExactInput_or_MarketWithPriceLimit,packed order: marketId + amount cap + price/limit field + flag; frequent conditional reverts,0.72
0xe37e60271465e3215c96df222ed76103e8506d5bb6246162526f043dcc8b16bb,433500385,1771444364,0x34c3b3d85eb5f8394447dd967ab17716b58a41b1,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb42ebb63,success,PackedUniV3Swap_AlternateSideOrExactOutput,packed order variant: marketId + amount field + limit/side field + flag,0.66
0xc1e8fc560e59a02c62de83e413c6631d1230068836d75386d356509cd1cf0067,433500385,1771444364,0xb5c3b8c5ffe99bbbef28f935145a96f6ccbc8492,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb2460c48,success,PackedUniV3Swap_ExactInput_or_MarketWithPriceLimit,packed order: marketId + amount cap + price/limit field + flag; frequent conditional reverts,0.72
0xdaa77cc95931cc691aada599ecd60fdddeafa3709d1030554fdc7873d306e125,433500385,1771444364,0x69f63b74597bb2b26d2ca90b30650deb9c5b3d5b,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb2460c48,success,PackedUniV3Swap_ExactInput_or_MarketWithPriceLimit,packed order: marketId + amount cap + price/limit field + flag; frequent conditional reverts,0.72
0x95632b7ca2ad955c5b1189d7fbf82126a143f8cb0f7f99aabb3ce9e160bcb59d,433500385,1771444364,0x0f25890c7f5cc6d29598ca6922293761c7f4afa3,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb2460c48,revert,PackedUniV3Swap_ExactInput_or_MarketWithPriceLimit,packed order: marketId + amount cap + price/limit field + flag; frequent conditional reverts,0.72
0xed03a228f4f8f78951585606b706a099c2e558c69f34976ee3294de42b6432a4,433500385,1771444364,0xb4de4a4084cb1a130fcbc7d7d12dd2866928511c,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb2460c48,revert,PackedUniV3Swap_ExactInput_or_MarketWithPriceLimit,packed order: marketId + amount cap + price/limit field + flag; frequent conditional reverts,0.72
0xc65b6b696c7edef7ed69750f3b019c8fa39aee31e3a4447ff03d30ca239f30d4,433500386,1771444364,0x92992d33b1273d6772cd1191091f92ad01734c61,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb2460c48,success,PackedUniV3Swap_ExactInput_or_MarketWithPriceLimit,packed order: marketId + amount cap + price/limit field + flag; frequent conditional reverts,0.72
0xe6be527e052ed5c68a70da826434250b1bb90872552e003ab3bd8c0b41b31080,433500386,1771444364,0x13bc345dbfa3e0d165cff8741d55f285daf81698,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb42ebb63,success,PackedUniV3Swap_AlternateSideOrExactOutput,packed order variant: marketId + amount field + limit/side field + flag,0.66
0xcbe42535691007314b092115db94e62b65c3345723ead88d4183b3ffddf4b4d1,433500386,1771444364,0x04963005688b2853a88dce1c651690b62909b970,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb2460c48,success,PackedUniV3Swap_ExactInput_or_MarketWithPriceLimit,packed order: marketId + amount cap + price/limit field + flag; frequent conditional reverts,0.72
0xb849cc8f7b2e4f3bc8c245b9da77a50f20b5336439fe0eed5ac95946b125e2bc,433500386,1771444364,0x954cbe6534d6fce17c89c278d020d131a34cf475,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb2460c48,revert,PackedUniV3Swap_ExactInput_or_MarketWithPriceLimit,packed order: marketId + amount cap + price/limit field + flag; frequent conditional reverts,0.72
0x2d4850a208319475dcfedff950063dfc0ae272ece30a72f614a5a3411f26d7a0,433500386,1771444364,0x15b102f61d7681e1f6a2a55f2437a86b10f9a729,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb2460c48,revert,PackedUniV3Swap_ExactInput_or_MarketWithPriceLimit,packed order: marketId + amount cap + price/limit field + flag; frequent conditional reverts,0.72
0x293b5e45cd65336238ae8f71e6a8e1879372f41c3878a00709eda6fdcc7e5082,433500386,1771444364,0x9394f7ec2f704e7a0fac2e877ee5dc16e3276c30,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb2460c48,revert,PackedUniV3Swap_ExactInput_or_MarketWithPriceLimit,packed order: marketId + amount cap + price/limit field + flag; frequent conditional reverts,0.72
0x9f01ce478b9a9f9c7f744700ce5bb00467133dea956d76cbc6f89aa5ea5bb394,433500386,1771444364,0x6edd4e997132b466ebfe7ddc58373148e36f020e,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb2460c48,revert,PackedUniV3Swap_ExactInput_or_MarketWithPriceLimit,packed order: marketId + amount cap + price/limit field + flag; frequent conditional reverts,0.72
0x2df85c88b1696ca9bb199317a53e6dacbf71aaf8d166ff2b317e199bafd12c09,433500386,1771444364,0xd118aa7a1545886e3e47ff57cf3694263d42e1d8,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb2460c48,revert,PackedUniV3Swap_ExactInput_or_MarketWithPriceLimit,packed order: marketId + amount cap + price/limit field + flag; frequent conditional reverts,0.72
0x61d6e10c3cb4563a96975eef9a1c24a886c4d3f889a3d1c2cf59e2d46aa979cf,433500386,1771444364,0x1cfaab4e0129dc1098aa5f5c4523fdbff57c08a0,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb42ebb63,revert,PackedUniV3Swap_AlternateSideOrExactOutput,packed order variant: marketId + amount field + limit/side field + flag,0.66
0x51b5afde64324a9bdc172e071204eafc735fa491d65a515e1334757e4687b96a,433500386,1771444364,0xe71bc05b7a23b2792ad9056967e27bb389f25643,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb2460c48,revert,PackedUniV3Swap_ExactInput_or_MarketWithPriceLimit,packed order: marketId + amount cap + price/limit field + flag; frequent conditional reverts,0.72
